stage_id,title,order,step_id,left,top,description,en_title,en_description,de_title,de_description,es_title,es_description,ru_title,ru_description
omaha_hi_lo_river,River,1,omaha_hi_lo_river_1,78,50,The fifth and final face-up community card is dealt on the table.,River,The fifth and final face-up community card is dealt on the table.,River,"Die fünfte und letzte Gemeinschaftskarten wird offen am Pokertisch ausgegeben.",River,"La quinta y última carta común es repartida boca arriba en la mesa.",Ривер,На покерный стол в открытую сдается пятая и последняя общая карта.
omaha_hi_lo_river,Betting limit,2,omaha_hi_lo_river_2,40,21,"The betting limit is raised (as on the turn) to the higher table stakes, which is usually double the lower stake. For example, in a $2/$4 limit game the highest bet amount is equal to $4.",Betting limit,"The betting limit is raised (as on the turn) to the higher table stakes, which is usually double the lower stake. For example, in a $2/$4 limit game the highest bet amount is equal to $4.",Einsatzlimit,"Das Einsatzlimit wird (wie in der Turn-Runde) auf den höheren Einsatz am Tisch erhöht, der in der Regel das Zweifache des niedrigeren Einsatzes beträgt. Beispielsweise entspricht der Höchsteinsatz in einem 2 USD/4 USD-Limitspiel 4 USD.",Límite de apuestas,"El límite de apuesta es aumentado (como durante el turn) a la apuesta más alta de la mesa, la cual usualmente es el doble de la apuesta más baja. Por ejemplo, en un juego con un límite de 2$/4$, la apuesta más alta es 4$.",Лимит ставок,"Лимит ставок повышается (как и в терн-раунде) до верхнего лимита стола, который обычно составляет в два раза больше нижнего лимита. Например, в игре с лимитом 2$/4$ максимальный размер ставки равен 4$."
omaha_hi_lo_river,First player’s actions,3,omaha_hi_lo_river_3,81,10,"The first person to act is the first active player to the left of the dealer. They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first active player to the left of the dealer. They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste aktive Spieler links vom Dealer. Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Las acciones del primer jugador,"La primera persona en actuar es el primer jugador activo a la izquierda del crupier. Ellos tienen dos opciones: pasar o apostar. Si el primer jugador decide pasar (apostar nada), la acción pasa en sentido horario al siguiente jugador.",Действия первого игрока,"Первым ходит первый активный игрок слева от дилера. У него есть два варианта хода: сделать чек или ставку. Если первый игрок решает сделать чек (пропустить ставку), ход переходит по часовой стрелке к следующему игроку."
omaha_hi_lo_river,Other players’ actions,4,omaha_hi_lo_river_4,66,90,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot, in pot-limit versions of this game.",Other players’ actions,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot, in pot-limit versions of this game.",Handlungen der anderen Spieler,"Nach dem ersten Einsatz haben die übrigen Spieler drei Optionen: mitgehen, erhöhen, aussteigen (oder den Pot erhöhen, in den Pot-Limit-Versionen dieses Spiels).",Las acciones de los otros jugadores,"Una vez que la apuesta inicial es colocada, todos los jugadores a continuación tienen tres opciones: igualar, aumentar, retirarse o aumentar el pozo, en las versiones con límite de pozo de este juego.",Действия других игроков,"Как только будет сделана изначальная ставка, у всех остальных игроков будет три варианта хода: они могут уравнять ставку, поднять ее, пасовать или поднять банк (в разновидностях игры с пот-лимитом)."
omaha_hi_lo_river,All-in,5,omaha_hi_lo_river_5,9,38,"All-in is a bet that places all of a player’s chips in the pot. Usually, if a player wants to continue in a hand but does not have enough money to call the current bet, they can go an all-in for whatever amount they have left in their stack. 

However, if the all-in player wins the hand, they can only lay claim to the total amount of their stack. In other words, if they go all-in for $25, and their two opponents have $100 each, they can only win $25 from each player, for a total of $75 (including their $25 all-in). ",All-in,"All-in is a bet that places all of a player’s chips in the pot. Usually, if a player wants to continue in a hand but does not have enough money to call the current bet, they can go an all-in for whatever amount they have left in their stack. 

However, if the all-in player wins the hand, they can only lay claim to the total amount of their stack. In other words, if they go all-in for $25, and their two opponents have $100 each, they can only win $25 from each player, for a total of $75 (including their $25 all-in). ",All-In,"All-In ist ein Einsatz, bei dem alle Chips einen Spielers im Pot platziert werden. Wenn ein Spieler eine Hand weiterspielen möchte, jedoch nicht genügend Geld besitzt, um beim aktuellen Einsatz mitzugehen, kann er mit dem Betrag, den er übrig hat, einen All-In-Einsatz platzieren.

Wenn der All-In-Player die Hand gewinnt, kann er jedoch nur den Gesamtbetrag seines Stack in Anspruch nehmen. Mit anderen Worten, wenn er einen All-In-Einsatz in Höhe von 25 USD setzt und seine beiden Gegner jeweils 100 USD gesetzt haben, kann er von jedem Spieler nur 25 USD gewinnen. Er gewinnt also insgesamt 75 USD; dieser Betrag schließt seinen All-In-Einsatz von 25 USD ein. 
",All-in,"El all-in es una apuesta que coloca todas las fichas del jugador en el pozo. Usualmente, si el jugador quiere continuar en la mano pero no tiene suficiente dinero para igualar la apuesta corriente, puede ir all-in por el importe que tenga en su pila de fichas.Sin embargo, si el jugador que apostó all-in gana la mano, solo puede reclamar el importe de la apuesta de su pila de fichas. En otras palabras, si él va all-in por 25$, y los otros oponentes tienen 100$ cada uno, solo puede ganar 25$ de cada jugador, para un total de 75$ (incluyendo sus propios 25$ del all-in). ",Олл-ин (ва-банк),"Олл-ин (ва-банк) — это ставка, при которой игрок передает в банк все свои фишки. Как правило, если игрок хочет продолжать игру, но у него недостаточно денег, чтобы уравнять текущую ставку, он может пойти ва-банк на любую сумму, оставшуюся в стеке.

Однако, если игрок, пошедший ва-банк, выигрывает партию, он может претендовать только на сумму своего стека. Другими словами, если игрок идет ва-банк, поставив 25$, а два его соперника поставили по 100$ каждый, он может выиграть только 25$ у каждого игрока, получив в сумме 75$ (включая свой олл-ин на 25$). "
omaha_hi_lo_river,End of betting,6,omaha_hi_lo_river_6,28,21,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends. ",End of betting,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends. ",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie nach der Flop-Einsatzrunde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet. 
",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores que no se hayan retirado, hayan apostado importes de forma igualitaria al pozo. Si todos los jugadores deciden pasar en la ronda de apuestas corriente, significando que no hay nuevas apuestas, el importe del pozo permanece igual que en la ronda de flop. Si todos los jugadores, excepto uno, deciden retirarse de la ronda corriente, el jugador que no se haya retirado gana el pozo, y la ronda de apuestas termina. ",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, внесли в банк одинаковые суммы. Если все игроки решили сделать чек в текущем раунде торгов (то есть новых ставок нет), сумма в банке остается такой же, как и после флоп-раунда торгов. Если все игроки, за исключением одного, решили пасовать в текущем раунде, игрок, который не пасовал, выигрывает банк, а раунд торгов завершается. "
omaha_hi_lo_showdown,The hand,1,omaha_hi_lo_showdown_1,84,50,"To form the best five-card low and/or high hand combination, the players must use two – and only two - of their four hole cards, plus three of the five community cards.",The hand,"To form the best five-card low and/or high hand combination, the players must use two – and only two - of their four hole cards, plus three of the five community cards.",Die Hand,"Um die beste niedrige und/oder hohe Hand mit fünf Karten zu bilden, müssen die Spieler zwei – und nur zwei – ihrer vier Taschenkarten und drei der fünf Gemeinschaftskarten verwenden.",La mano,"Para formar la mejor combinación de cinco cartas más baja y/o alta, los jugadores deben utilizar dos – y sólo dos – de sus cuatro cartas de mano, más tres de las cinco cartas comunes.",Рука,"Чтобы собрать лучшую лоу и/или хай комбинацию из пяти карт, игроки должны использовать две и только две из четырех закрытых карт, а также любые три из пяти общих карт."
omaha_hi_lo_showdown,The order at showdown,2,omaha_hi_lo_showdown_2,89,90,"The first player to show their cards is the player closest to the SB. Players go clockwise around the table, showing their cards. However, in live games it is common for the player, who bets or raises last – and gets called - to show first.",The order at showdown,"The first player to show their cards is the player closest to the SB. Players go clockwise around the table, showing their cards. However, in live games it is common for the player, who bets or raises last – and gets called - to show first.",Die Reihenfolge beim Showdown,"Der erste Spieler, der seine Karten zeigt, ist der Spieler, der dem SB am nächsten ist. Die Spieler zeigen im Uhrzeigersinn um den Tisch herum nacheinander ihre Karten. In Live-Spielen ist es jedoch allgemein üblich, dass der Spieler, der zuletzt gesetzt oder erhöht hat – und mit dem mitgegangen wurde – seine Karten zuerst zeigt.",El orden de muestra,"La primera persona en mostrar sus cartas es el jugador más cercano a la ciega pequeña. Los jugadores van en sentido horario alrededor de la mesa, mostrando sus cartas. Sin embargo, en juego en vivo es común que el jugador que apuesta o aumenta de último – y es igualado – sea quien muestre primero.
",Порядок раскрытия карт,"Первым свои карты показывает игрок, ближайший к SB. Игроки показывают свои карты по часовой стрелке. Однако в живой игре обычно первым раскрывается игрок, который делает или поднимает ставку последним и ставку которого уравнивают."
omaha_hi_lo_showdown,Hi hand,3,omaha_hi_lo_showdown_3,7,30,High hands are formed in accordance with the standard poker hands ranking chart.,Hi hand,High hands are formed in accordance with the standard poker hands ranking chart.,Hohe Hand,"Hohe Hände werden entsprechend den standardmäßigen Rangfolgediagrammen für Pokerhände gebildet.",Mano alta,"Las manos altas están formadas de acuerdo con la clasificación estándar de manos de póker.",Высокая рука,Высокие руки формируются в соответствии со стандартными правилами старшинства покерных комбинаций.
omaha_hi_lo_showdown,Lo hand,4,omaha_hi_lo_showdown_4,58,10,"Low hands are formed by using the eight lowest cards in the deck, i.e. eight through ace. The best possible low is 5-4-3-2-A. You must still use only two of the four hole cards along with any three community cards. You can use different cards to form your best highest and lowest combinations.",Lo hand,"Low hands are formed by using the eight lowest cards in the deck, i.e. eight through ace. The best possible low is 5-4-3-2-A. You must still use only two of the four hole cards along with any three community cards. You can use different cards to form your best highest and lowest combinations.",Niedrige Hand,"Niedrige Hände werden mit den acht niedrigsten Karten im Spiel gebildet, d. h. mit Acht bis Ass. Die beste niedrige Hand, die möglich ist, ist 5-4-3-2-A. Sie dürfen auch hier nur zwei der vier Taschenkarten und drei beliebige Gemeinschaftskarten verwenden. Sie können verschiedene Karten verwenden, um Ihre beste hohe und Ihre beste niedrige Kombination zu bilden.",Mano baja,"Las manos bajas son formadas utilizando las ocho cartas más bajas del mazo, por ejemplo, del ocho al as. La mejor mano baja posible es 5-4-3-2-A. Sólo puede utilizar dos de las cuatro cartas de mano junto con tres de las cartas comunes. Puedes utilizar diferentes combinaciones de cartas para formar tu mejor combinación de mano alta y baja.",Низкая рука,"Низкая рука формируется из восьми младших карт в колоде, т. е. карт от восьмерки до туза. Лучшей возможной лоу комбинацией является 5-4-3-2-A. При сборе лоу комбинации игроки также должны использовать две карты из числа четырех своих закрытых карт и любые три карты из числа пяти общих карт. Для формирования лучших хай и лоу комбинаций можно использовать разные карты."
omaha_hi_lo_showdown,The winner/winners,5,omaha_hi_lo_showdown_5,50,63,"There can be one or two winners in Omaha Hi-Lo. The chips in the pot are split 50/50 between the players with the highest hand and the lowest hand, as long as there is a qualifying low hand. If there is no qualifying low hand, the player with the highest hand wins all the money in the pot. 

It is also possible that one player could form both the best high and low hand, at the same time. In those instances, that player “scoops” - wins the whole pot. ",The winner/winners,"There can be one or two winners in Omaha Hi-Lo. The chips in the pot are split 50/50 between the players with the highest hand and the lowest hand, as long as there is a qualifying low hand. If there is no qualifying low hand, the player with the highest hand wins all the money in the pot. 

It is also possible that one player could form both the best high and low hand, at the same time. In those instances, that player “scoops” - wins the whole pot. ",Der Gewinner/die Gewinner,"Im Omaha Hi-Lo kann es einen oder zwei Gewinner geben. Die Chips im Pot werden 50/50 zwischen den Spielern mit der höchsten und der niedrigsten Hand aufgeteilt, wenn es eine qualifizierte niedrige Hand gibt. Wenn es keine qualifizierte niedrige Hand gibt, gewinnt der Spieler mit der höchsten Hand das gesamte Geld im Pot.Es ist auch möglich, dass ein einzelner Spieler gleichzeitig die beste hohe und die beste niedrige Hand bilden kann. In diesem Fall gewinnt der betreffende Spieler den gesamten Pot. ",El ganador/ganadores,"Puede haber uno o dos ganadores en el Omaha Hi-Lo. Las fichas del pozo se dividen 50/50 entre los jugadores con la mano más alta y más baja, siempre y cuando haya una mano baja calificable. Si no hay ninguna mano calificable como la más baja, el jugador con la mano más alta se lleva todas las fichas del pozo.

También es posible que un jugador pueda formas ambas mejores manos alta y baja, al mismo tiempo. En ese caso, el jugador hace ""scoops"" - gana todo el pozo. 
",Победитель/победители,"В Omaha Hi-Lo может быть один или два победителя. Фишки в банке делятся 50/50 между игроками с лучшей высокой и лучшей низкой рукой, при наличии подходящей низкой руки. Если подходящей низкой руки нет, все деньги в банке достаются игроку с лучшей высокой рукой.

Также возможна ситуация, когда лучшая хай и лоу комбинация находятся на руках одного игрока. В таких случаях происходит «скуп» — игрок забирает весь банк. "
,,,,,,,,,,,,,,
seven_card_stud_setup,Lower Table Limit,1,seven_card_stud_setup_1,75,43,"The lower table limit is the minimum bet within a game. Table betting limits are fixed and vary from table to table, giving players an option to decide how much they are willing to wager.",Lower Table Limit,"The lower table limit is the minimum bet within a game. Table betting limits are fixed and vary from table to table, giving players an option to decide how much they are willing to wager.",Mindesteinsatz des Tisches,"Der Mindesteinsatz an einem Tisch ist das untere Einsatzlimit in einem Spiel. Einsatzlimits sind an jedem Tisch festgelegt und von Tisch zu Tisch unterschiedlich, sodass Spieler vorab entscheiden können, wie viel sie bereit sind einzusetzen.",Límite mínimo de la mesa,"El límite mínimo de la mesa es la apuesta mínima de un juego. Los límites de apuesta de una mesa son fijos y varían de mesa a mesa, lo que ofrece a los jugadores la opción de decidir cuánto están dispuestos a apostar.",Малая ставка,"Малая ставка — это минимальная ставка за конкретным столом. Лимиты ставок фиксированы и отличаются в зависимости от стола, давая игрокам возможность выбирать, как дорого они хотят играть."
seven_card_stud_setup,Higher Table Limit,2,seven_card_stud_setup_2,75,60,The higher table limit is a maximum bet within a game. The higher table limit is usually twice the amount of the lower table limit. ,Higher Table Limit,The higher table limit is a maximum bet within a game. The higher table limit is usually twice the amount of the lower table limit. ,Höchsteinsatz des Tisches,"Der Höchsteinsatz an einem Tisch ist das obere Einsatzlimit in einem Spiel. Der Höchsteinsatz entspricht in der Regel dem Doppelten des Mindesteinsatzes an einem Tisch. ",Límite máximo de la mesa,"El límite máximo de la mesa es la apuesta máxima de un juego. El límite máximo de la mesa normalmente es el doble del límite mínimo de la mesa. ",Большая ставка,Большая ставка — это максимальная ставка за конкретным столом. Большая ставка обычно в два раза больше малой ставки. 
seven_card_stud_setup,Dealer,3,seven_card_stud_setup_3,29,9,The dealer is a table position which is is indicated with a ‘D’ marker. The dealer position in Seven Card Stud poker determines the order of dealing cards to players.,Dealer,The dealer is a table position which is is indicated with a ‘D’ marker. The dealer position in Seven Card Stud poker determines the order of dealing cards to players.,Dealer,"Der Dealer ist eine Position am Tisch, die mit einem „D“ gekennzeichnet ist. Die Dealer-Position beim Seven Card Stud-Poker bestimmt, in welcher Reihenfolge Karten an die Spieler ausgeteilt werden.",Crupier,"El crupier es la posición de la mesa marcada con una “D”. La posición del crupier en el poker Seven Card Stud determina el orden en el que se reparten las cartas a los jugadores.",Дилер,"Дилер — это позиция за столом, отмеченная маркером ‘D’. Позиция дилера в Seven Card Stud определяет порядок, в котором игроки получают карты."
seven_card_stud_setup,Ante,4,seven_card_stud_setup_4,24,29,"Before the first cards are dealt, each player has to place an ante. Antes are compulsory initial bets for every player wishing to participate in a game round. It is usually equal 10% of the small bet (lower stake).",Ante,"Before the first cards are dealt, each player has to place an ante. Antes are compulsory initial bets for every player wishing to participate in a game round. It is usually equal 10% of the small bet (lower stake).",Ante,"Vor dem Austeilen der ersten Karten muss jeder Spieler ein Ante entrichten. Antes sind obligatorische Eröffnungseinsätze für alle Spieler, die an einer Spielrunde teilnehmen möchten. Es entspricht in der Regel 10 % des Mindesteinsatzes.",Ante,"Antes de repartir las primeras cartas, cada jugador debe aportar una ante. Los antes son apuestas iniciales obligatorias que deben realizar todos los jugadores que quieran participar en una ronda de juego. Normalmente equivale al 10 % de la apuesta pequeña (apuesta mínima).",Анте,"Перед раздачей первых карт каждый игрок должен поставить анте. Анте — это обязательные начальные ставки. Каждый игрок, желающий участвовать в розыгрыше, обязан ее сделать. Обычно она составляет 10% малой ставки."
seven_card_stud_third_street,Hole cards,1,seven_card_stud_third_street_1,56,30,"When all the players placed an ante, the dealer hands out two face down cards to each player. The cards are dealt one at a time in a clockwise fashion, starting with the first player immediately to the left of the dealer. These cards are known as ‘hole cards’.",Hole cards,"When all the players placed an ante, the dealer hands out two face down cards to each player. The cards are dealt one at a time in a clockwise fashion, starting with the first player immediately to the left of the dealer. These cards are known as ‘hole cards’.",Taschenkarten,"Nachdem alle Spieler ein Ante entrichtet haben, teilt der Dealer jedem Spieler zwei verdeckte Karten aus. Die Karten werden einzeln im Uhrzeigersinn ausgeteilt, angefangen beim Spieler, der direkt links vom Dealer sitzt. Diese Karten werden als „Taschenkarten“ bezeichnet.",Cartas de mano,"Cuando todos los jugadores hayan aportado un ante, el crupier reparte dos cartas boca abajo a cada jugador. Las cartas se reparten hacia la derecha y comenzando por el jugador situado a la izquierda del crupier. Estas cartas se denominan “cartas de mano”.",Закрытые карты,"После того как все игроки поставили анте, дилер раздает каждому участнику розыгрыша две закрытые карты. Карты раздаются по одной по часовой стрелке, начиная с первого игрока, сидящего слева от дилера. Эти карты называются закрытыми картами."
seven_card_stud_third_street,Door card,2,seven_card_stud_third_street_2,76,10,"After the hole cards have been dealt, the dealer hands out one face-up card to each player. These cards are called ‘door cards’ and are visible to other players. The cards are dealt in a clockwise fashion, starting with the first player immediately to the left of the dealer.",Door card,"After the hole cards have been dealt, the dealer hands out one face-up card to each player. These cards are called ‘door cards’ and are visible to other players. The cards are dealt in a clockwise fashion, starting with the first player immediately to the left of the dealer.",Door Card,"Nach dem Austeilen der Taschenkarten teilt der Dealer jedem Spieler eine offene Karte aus. Diese auch als „Door Cards“ bezeichneten Karten sind für alle Spieler offen sichtbar. Die Karten werden im Uhrzeigersinn ausgeteilt, angefangen beim Spieler, der direkt links vom Dealer sitzt.",Primera carta expuesta,"Después de repartir las cartas de mano, el crupier reparte una carta boca arriba a cada jugador. Estas cartas se llaman “primeras cartas expuestas” y son visibles para el resto de jugadores. Las cartas se reparten hacia la derecha, de una en una y comenzando por el jugador situado a la izquierda del crupier.",Дор-карта,"После раздачи закрытых карт дилер выдает каждому игроку одну открытую. Эта карта называется ""дор-картой"", и все игроки могут ее видеть. Карты раздаются по часовой стрелке, начиная с первого игрока, сидящего слева от дилера."
seven_card_stud_third_street,Bring-in,3,seven_card_stud_third_street_3,70,90,"The person who received the lowest valued door card initiates the first betting round. They have to place a compulsory bet called the ‘bring-in’, which is usually 30-50% of the lower stake. This player has two options: post the bring-in amount or ‘complete’ the bet by upping it to the lower table limit. 

If there is more than one player with the same lowest valued door card, suits are used to determine the bring-in. They are ranked from the lowest to highest: clubs, diamonds, hearts, spades. (The 2 of clubs is the worst card in the deck when assessing the bring-in.)

After the bring-in has been posted, the betting action moves clockwise around the table with each player acting in turn.  ",Bring-in,"The person who received the lowest valued door card initiates the first betting round. They have to place a compulsory bet called the ‘bring-in’, which is usually 30-50% of the lower stake. This player has two options: post the bring-in amount or ‘complete’ the bet by upping it to the lower table limit. 

If there is more than one player with the same lowest valued door card, suits are used to determine the bring-in. They are ranked from the lowest to highest: clubs, diamonds, hearts, spades. (The 2 of clubs is the worst card in the deck when assessing the bring-in.)

After the bring-in has been posted, the betting action moves clockwise around the table with each player acting in turn.  ",Bring-In,"Der Spieler mit der niedrigsten Door Card eröffnet die erste Einsatzrunde. Dieser Spieler muss den als „Bring-In“ bezeichneten Pflichteinsatz entrichten, der in der Regel 30 – 50 % des Mindesteinsatzes entspricht. Dieser Spieler hat zwei Optionen: den Bring-In-Betrag entrichten oder den Einsatz durch Anheben auf den Mindesteinsatz am Tisch „vervollständigen“.

Hat mehr als ein Spieler die Door Card mit dem niedrigsten Wert, bestimmt die Farbe, welcher Spieler das Bring-In entrichten muss. Ihre Rangfolge von niedrigste bis höchste Farbe lautet: Kreuz, Karo, Herz, Pik. (Beim Bring-In gilt die Kreuz-2 als niedrigste Karte im Spiel.)

Nach dem Entrichten des Bring-Ins läuft die Einsatzrunde im Uhrzeigersinn um den Tisch, von einem Spieler zum nächsten.
",Apuesta inicial forzosa,"La persona que haya recibido la primera carta expuesta con el valor más bajo inicia la primera ronda de apuestas. Esta persona debe realizar una apuesta obligatoria llamada “apuesta inicial forzosa”, que normalmente es entre un 30 y un 50 % de la apuesta mínima. Este jugador cuenta con dos opciones: apostar el importe de la apuesta inicial forzosa o “completar” la apuesta subiéndola al límite mínimo de la mesa.

Si hay varios jugadores con una primera carta expuesta del mismo valor mínimo, se utilizan los palos para determinar quién realizará la apuesta inicial forzosa. La siguiente lista indica su valor del más bajo al más alto: tréboles, diamantes, corazones y picas. (El 2 de tréboles es la peor carta de la baraja a la hora de establecer la apuesta inicial forzosa).

Después de fijar la apuesta inicial forzosa, las apuestas se realizan de izquierda a derecha alrededor de la mesa y los jugadores actúan por turnos.
",Бринг-ин,"Игрок, получивший самую слабую дор-карту, открывает первый раунд торговли. Он должен сделать обязательную ставку, которая называется ""бринг-ин"" и обычно составляет 30-50% малой ставки. У этого игрока есть две опции: поставить бринг-ин или сделать комплит, т.е. увеличить его до размера малой ставки за столом.

Если самая слабая открытая карта за столом одинакова у нескольких игроков, в игру вступают масти. От слабейшей до сильнейшей: трефы, бубны, червы, пики. (Двойка треф считается худшей картой при выявлении игрока, который ставит бринг-ин).

После постановки бринг-ина начинается торговля. Игроки по очереди принимают решение по часовой стрелке."
seven_card_stud_third_street,Betting Options,4,seven_card_stud_third_street_4,74,43,"After the first player has posted the bring-in, the rest of the players have the following options: call, raise or fold. In the first betting round, players can bet in multiples of no less than the ‘bring-in’ amount and no more than table’s lower limit. ",Betting Options,"After the first player has posted the bring-in, the rest of the players have the following options: call, raise or fold. In the first betting round, players can bet in multiples of no less than the ‘bring-in’ amount and no more than table’s lower limit. ",Einsatzoptionen,"Nachdem der erste Spieler das Bring-In entrichtet hat, haben die weiteren Spieler folgende Optionen: mitgehen, erhöhen oder aussteigen. In der ersten Einsatzrunde können die Spieler mindestens den Bring-In-Betrag oder ein Vielfaches davon bis maximal den Mindesteinsatz des Tisches setzen. ",Opciones de apuesta,"Después de que el primer jugador haya indicado la apuesta inicial forzosa, el resto de jugadores tiene las siguientes opciones: igualar, subir o retirarse. Durante la primera ronda de apuestas, los jugadores pueden apostar en múltiplos superiores al importe de la apuesta inicial forzosa e inferiores al límite mínimo de la mesa. ",Варианты ставок,"После того как первый игрок поставил бринг-ин, у остальных игроков появляются следующие опции: колл, рейз или фолд. В первом раунде торговли игроки могут поставить не меньше бринг-ина и не больше малой ставки. "
seven_card_stud_third_street,Call,5,seven_card_stud_third_street_5,22,90,To call is to match the bet made by the previous player. The first bet after the ‘bring-in’ has to match the ‘bring-in’ or raise it.,Call,To call is to match the bet made by the previous player. The first bet after the ‘bring-in’ has to match the ‘bring-in’ or raise it.,Mitgehen,"Mitgehen bedeutet, denselben Einsatz wie der vorherige Spieler zu entrichten. Der erste Einsatz nach dem Bring-In muss diesem Betrag entweder entsprechen oder ihn erhöhen.",Igualar,"Igualar consiste en hacer coincidir una apuesta con la apuesta realizada por el jugador anterior. La primera apuesta tras la apuesta inicial forzosa debe igualarla o subirla.",Колл,"Заколлировать — значит уравнять ставку, сделанную предыдущим игроком. Первая ставка после бринг-ина должна либо уравнять бринг-ин, либо повысить его."
seven_card_stud_third_street,Raise,6,seven_card_stud_third_street_6,9,40,"To raise is to increase the bet amount made by the previous player. 

The first raise after the ‘bring-in’ has to complete the lower table limit, i.e. the player has to post the other half of the table lower table limit. All consequent raises should equal the lower table limit. As 7 Card Stud is a fixed-limit game, raises in each round are up to 4 times the take stake limit.",Raise,"To raise is to increase the bet amount made by the previous player. 

The first raise after the ‘bring-in’ has to complete the lower table limit, i.e. the player has to post the other half of the table lower table limit. All consequent raises should equal the lower table limit. As 7 Card Stud is a fixed-limit game, raises in each round are up to 4 times the take stake limit.",Erhöhen,"Erhöhen bedeutet den vom vorherigen Spieler entrichteten Einsatzbetrag zu erhöhen.

Mit dem ersten Erhöhen nach dem Bring-In muss der Mindesteinsatz des Tisches vervollständigt werden, d. h. der Spieler muss die andere Hälfte des Mindesteinsatzes am Tisch entrichten. Alle nachfolgenden Erhöhungen müssen dem Mindesteinsatz entsprechen. Da es sich beim 7 Card Stud um ein Spiel mit festen Einsätzen handelt, können die Einsätze in jeder Runde auf das bis zu 4-Fache des Einsatzlimits erhöht werden.
",Subir,"Subir consiste en aumentar el importe de la apuesta realizada por el jugador anterior.

El primer jugador en subir después de la apuesta inicial forzosa deberá completar el límite mínimo de la mesa; es decir, que deberá apostar la otra mitad del límite mínimo de la mesa. El resto de subidas deben igualar el límite mínimo de la mesa. Puesto que Seven Card Stud es un juego de apuestas fijas, las subidas de cada ronda serán de hasta cuatro veces el límite de la apuesta.",Рейз,"Рейз — это повышение ставки, сделанной предыдущим игроком.

Первый рейз после бринг-ина должен увеличить его до размера малой ставки, т.е. общая ставка делающего первый рейз игрока должна быть равна размеру малой ставки за этим столом. Каждый следующий рейз должен быть равен малой ставке. Так как 7 Card Stud — это лимитная игра, в каждом раунде торговли размер ставки может быть увеличен не более чем в 4 раза."
seven_card_stud_third_street,Fold,7,seven_card_stud_third_street_7,23,10,"To fold is to not play the hand. If you decide to fold, you are no longer eligible to take part in any more betting until a new game round starts.",Fold,"To fold is to not play the hand. If you decide to fold, you are no longer eligible to take part in any more betting until a new game round starts.",Aussteigen,"Aussteigen bedeutet, die Hand nicht zu spielen. Wenn Sie sich entschließen auszusteigen, können Sie sich erst wieder zu Beginn einer neuen Spielrunde an den Einsätzen beteiligen.",Retirarse,"Retirarse consiste en no jugar una mano. Si decides retirarte, no podrás participar en ninguna otra apuesta hasta que comience una nueva ronda de juego.",Фолд,"Сфолдить — значит покинуть розыгрыш, сбросить карты. Если вы решите сброситься, вы больше не сможете принимать участие в торговле, пока не начнется новая раздача."
seven_card_stud_third_street,End of betting,8,seven_card_stud_third_street_8,39,10,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.",End of betting,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.",Ende der Einsatzrunde,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, die gleichen Einsätze in den Pot eingezahlt haben.",Fin de la ronda de apuestas,"La ronda de apuestas finaliza cuando todos los jugadores, que permanezcan en la partida, hayan apostado el mismo importe en el pozo.",Окончание торговли,"Торговля заканчивается, когда все игроки, которые не сбросились, поставят в банк одинаковые суммы."
